-2	-2	0.723508
-2	-1.9	0.76737
-2	-1.8	0.806138
-2	-1.7	0.839794
-2	-1.6	0.86856
-2	-1.5	0.89282
-2	-1.4	0.91305
-2	-1.3	0.929763
-2	-1.2	0.943462
-2	-1.1	0.954619
-2	-1	0.96366
-2	-0.9	0.970954
-2	-0.8	0.97682
-2	-0.7	0.981523
-2	-0.6	0.985287
-2	-0.5	0.988293
-2	-0.4	0.99069
-2	-0.3	0.992601
-2	-0.2	0.994121
-2	-0.1	0.995331
-2	6.38378e-16	0.996293
-2	0.1	0.997057
-2	0.2	0.997664
-2	0.3	0.998146
-2	0.4	0.998529
-2	0.5	0.998832
-2	0.6	0.999074
-2	0.7	0.999265
-2	0.8	0.999417
-2	0.9	0.999537
-2	1	0.999633
-2	1.1	0.999709
-2	1.2	0.999769
-2	1.3	0.999817
-2	1.4	0.999855
-2	1.5	0.999885
-2	1.6	0.999909
-2	1.7	0.999927
-2	1.8	0.999942
-2	1.9	0.999954
-2	2	0.999964
-2	2.1	0.999971
-2	2.2	0.999977
-2	2.3	0.999982
-2	2.4	0.999986
-2	2.5	0.999989
-2	2.6	0.999991
-2	2.7	0.999993
-2	2.8	0.999994
-2	2.9	0.999995
-2	3	0.999996
-2	3.1	0.999997
-2	3.2	0.999998
-2	3.3	0.999998
-2	3.4	0.999999
-2	3.5	0.999999
-2	3.6	0.999999
-2	3.7	0.999999
-2	3.8	0.999999
-2	3.9	1
-2	4	1
-2	4.1	1
-2	4.2	1
-2	4.3	1
-2	4.4	1
-2	4.5	1
-2	4.6	1
-2	4.7	1
-2	4.8	1
-2	4.9	1
-2	5	1
-2	5.1	1
-2	5.2	1
-2	5.3	1
-2	5.4	1
-2	5.5	1
-2	5.6	1
-2	5.7	1
-2	5.8	1
-2	5.9	1
-2	6	1
-2	6.1	1
-2	6.2	1
-2	6.3	1
-2	6.4	1
-2	6.5	1
-2	6.6	1
-2	6.7	1
-2	6.8	1
-2	6.9	1
-2	7	1
-2	7.1	1
-2	7.2	1
-2	7.3	1
-2	7.4	1
-2	7.5	1
-2	7.6	1
-2	7.7	1
-2	7.8	1
-2	7.9	1
-2	8	1
-2	8.1	1
-2	8.2	1
-2	8.3	1
-2	8.4	1
-2	8.5	1
-2	8.6	1
-2	8.7	1
-2	8.8	1
-2	8.9	1
-2	9	1
-2	9.1	1
-2	9.2	1
-2	9.3	1
-2	9.4	1
-2	9.5	1
-2	9.6	1
-2	9.7	1
-2	9.8	1
